Symbol,Percent Change
LT.NS,9.39800879340617
HDFCLIFE.NS,9.136950754411215
HCLTECH.NS,6.6352496945681585
TITAN.NS,6.538832278707122
INFY.NS,5.937521182753534
KOTAKBANK.NS,-6.6588869882135455
ULTRACEMCO.NS,-5.720653789004458
ASIANPAINT.NS,-5.081145746539972
SBIN.NS,-0.9436343775756293
